"REF_DATE","GEO","DGUID","Demographic characteristics","Sex","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664689","4.20.2.2.6","48500","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529664690","4.20.2.3.1","55","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529664691","4.20.2.3.2","99.4","A","","","1"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664692","4.20.2.3.3","47400","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664693","4.20.2.3.4","47700","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664694","4.20.2.3.5","42200","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664695","4.20.2.3.6","42400","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Market income","Number of persons","Number","223","thousands","3","v1529664696","4.20.3.1.1","57","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Market income","Percentage with income","Percent","239","units","0","v1529664697","4.20.3.1.2","86.5","A","","","1"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529664698","4.20.3.1.3","35200","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664699","4.20.3.1.4","40700","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529664700","4.20.3.1.5","24800","C","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664701","4.20.3.1.6","34300","C","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Total income","Number of persons","Number","223","thousands","3","v1529664702","4.20.3.2.1","57","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Total income","Percentage with income","Percent","239","units","0","v1529664703","4.20.3.2.2","99.0","A","","","1"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529664704","4.20.3.2.3","48000","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664705","4.20.3.2.4","48500","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529664706","4.20.3.2.5","43400","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664707","4.20.3.2.6","44000","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529664708","4.20.3.3.1","57","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529664709","4.20.3.3.2","99.0","A","","","1"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664710","4.20.3.3.3","41300","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664711","4.20.3.3.4","41700","A","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664712","4.20.3.3.5","38300","B","","","0"
"2020","Prince Edward Island","2021A000211","Persons born in Canada","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664713","4.20.3.3.6","38700","B","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529664714","5.1.1.1.1","809","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529664715","5.1.1.1.2","85.2","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529664716","5.1.1.1.3","40600","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664717","5.1.1.1.4","47600","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529664718","5.1.1.1.5","27600","B","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664719","5.1.1.1.6","35700","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529664720","5.1.1.2.1","809","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529664721","5.1.1.2.2","98.9","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529664722","5.1.1.2.3","52100","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664723","5.1.1.2.4","52700","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529664724","5.1.1.2.5","42200","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664725","5.1.1.2.6","42500","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529664726","5.1.1.3.1","809","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529664727","5.1.1.3.2","99.0","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664728","5.1.1.3.3","43400","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664729","5.1.1.3.4","43900","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664730","5.1.1.3.5","38000","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664731","5.1.1.3.6","38400","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Market income","Number of persons","Number","223","thousands","3","v1529664732","5.1.2.1.1","391","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Market income","Percentage with income","Percent","239","units","0","v1529664733","5.1.2.1.2","87.9","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529664734","5.1.2.1.3","48200","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664735","5.1.2.1.4","54900","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529664736","5.1.2.1.5","35700","B","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664737","5.1.2.1.6","42500","B","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Total income","Number of persons","Number","223","thousands","3","v1529664738","5.1.2.2.1","391","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Total income","Percentage with income","Percent","239","units","0","v1529664739","5.1.2.2.2","99.1","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529664740","5.1.2.2.3","59000","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664741","5.1.2.2.4","59500","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529664742","5.1.2.2.5","48200","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664743","5.1.2.2.6","48600","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529664744","5.1.2.3.1","391","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529664745","5.1.2.3.2","99.1","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664746","5.1.2.3.3","48200","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664747","5.1.2.3.4","48600","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664748","5.1.2.3.5","42500","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664749","5.1.2.3.6","42700","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Market income","Number of persons","Number","223","thousands","3","v1529664750","5.1.3.1.1","417","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Market income","Percentage with income","Percent","239","units","0","v1529664751","5.1.3.1.2","82.8","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529664752","5.1.3.1.3","33400","B","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664753","5.1.3.1.4","40400","B","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529664754","5.1.3.1.5","20500","C","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664755","5.1.3.1.6","29300","B","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Total income","Number of persons","Number","223","thousands","3","v1529664756","5.1.3.2.1","417","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Total income","Percentage with income","Percent","239","units","0","v1529664757","5.1.3.2.2","98.8","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529664758","5.1.3.2.3","45700","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664759","5.1.3.2.4","46200","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529664760","5.1.3.2.5","37100","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664761","5.1.3.2.6","37400","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529664762","5.1.3.3.1","417","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529664763","5.1.3.3.2","98.8","A","","","1"
"2020","Nova Scotia","2021A000212","All persons","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664764","5.1.3.3.3","38900","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664765","5.1.3.3.4","39400","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664766","5.1.3.3.5","34000","A","","","0"
"2020","Nova Scotia","2021A000212","All persons","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664767","5.1.3.3.6","34200","A","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529664768","5.2.1.1.1","70","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529664769","5.2.1.1.2","87.0","B","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529664770","5.2.1.1.3","30100","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664771","5.2.1.1.4","34600","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529664772","5.2.1.1.5","20500","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664773","5.2.1.1.6","23600","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529664774","5.2.1.2.1","70","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529664775","5.2.1.2.2","97.7","A","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529664776","5.2.1.2.3","39700","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664777","5.2.1.2.4","40600","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529664778","5.2.1.2.5","33000","B","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664779","5.2.1.2.6","33300","B","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529664780","5.2.1.3.1","70","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529664781","5.2.1.3.2","97.7","A","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664782","5.2.1.3.3","35200","B","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664783","5.2.1.3.4","36000","B","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664784","5.2.1.3.5","32000","B","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664785","5.2.1.3.6","32600","B","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Market income","Number of persons","Number","223","thousands","3","v1529664786","5.2.2.1.1","36","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Market income","Percentage with income","Percent","239","units","0","v1529664787","5.2.2.1.2","88.5","B","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529664788","5.2.2.1.3","33200","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664789","5.2.2.1.4","37500","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529664790","5.2.2.1.5","20600","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664791","5.2.2.1.6","22900","E","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Total income","Number of persons","Number","223","thousands","3","v1529664792","5.2.2.2.1","36","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Total income","Percentage with income","Percent","239","units","0","v1529664793","5.2.2.2.2","98.7","A","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529664794","5.2.2.2.3","42500","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664795","5.2.2.2.4","43100","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529664796","5.2.2.2.5","33600","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664797","5.2.2.2.6","33800","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529664798","5.2.2.3.1","36","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529664799","5.2.2.3.2","98.7","A","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664800","5.2.2.3.3","36900","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664801","5.2.2.3.4","37400","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664802","5.2.2.3.5","32600","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664803","5.2.2.3.6","32700","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Market income","Number of persons","Number","223","thousands","3","v1529664804","5.2.3.1.1","34","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Market income","Percentage with income","Percent","239","units","0","v1529664805","5.2.3.1.2","85.5","B","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529664806","5.2.3.1.3","26900","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664807","5.2.3.1.4","31400","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529664808","5.2.3.1.5","19300","E","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664809","5.2.3.1.6","24400","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Total income","Number of persons","Number","223","thousands","3","v1529664810","5.2.3.2.1","34","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Total income","Percentage with income","Percent","239","units","0","v1529664811","5.2.3.2.2","96.7","A","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529664812","5.2.3.2.3","36700","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664813","5.2.3.2.4","38000","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529664814","5.2.3.2.5","31700","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664815","5.2.3.2.6","32000","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529664816","5.2.3.3.1","34","D","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529664817","5.2.3.3.2","96.7","A","","","1"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664818","5.2.3.3.3","33500","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664819","5.2.3.3.4","34600","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664820","5.2.3.3.5","31000","C","","","0"
"2020","Nova Scotia","2021A000212","Visible minority population","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664821","5.2.3.3.6","31700","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529664822","5.3.1.1.1","19","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529664823","5.3.1.1.2","92.0","B","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529664824","5.3.1.1.3","33200","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664825","5.3.1.1.4","36100","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529664826","5.3.1.1.5","29300","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664827","5.3.1.1.6","30800","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529664828","5.3.1.2.1","19","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529664829","5.3.1.2.2","99.1","A","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529664830","5.3.1.2.3","39900","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664831","5.3.1.2.4","40300","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529664832","5.3.1.2.5","33900","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664833","5.3.1.2.6","33900","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529664834","5.3.1.3.1","19","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529664835","5.3.1.3.2","99.1","A","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664836","5.3.1.3.3","35700","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664837","5.3.1.3.4","36000","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664838","5.3.1.3.5","32600","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664839","5.3.1.3.6","32600","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Market income","Number of persons","Number","223","thousands","3","v1529664840","5.3.2.1.1","11","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Market income","Percentage with income","Percent","239","units","0","v1529664841","5.3.2.1.2","95.8","B","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529664842","5.3.2.1.3","37800","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664843","5.3.2.1.4","39500","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529664844","5.3.2.1.5","30800","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664845","5.3.2.1.6","30800","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Total income","Number of persons","Number","223","thousands","3","v1529664846","5.3.2.2.1","11","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Total income","Percentage with income","Percent","239","units","0","v1529664847","5.3.2.2.2","100.0","A","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529664848","5.3.2.2.3","43600","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664849","5.3.2.2.4","43600","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529664850","5.3.2.2.5","37100","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664851","5.3.2.2.6","37100","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529664852","5.3.2.3.1","11","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529664853","5.3.2.3.2","100.0","A","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529664854","5.3.2.3.3","38200","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664855","5.3.2.3.4","38200","C","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529664856","5.3.2.3.5","37000","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529664857","5.3.2.3.6","37000","D","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Market income","Number of persons","Number","223","thousands","3","v1529664858","5.3.3.1.1","8","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Market income","Percentage with income","Percent","239","units","0","v1529664859","5.3.3.1.2","86.4","C","","","1"
"2020","Nova Scotia","2021A000212","South Asian","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529664860","5.3.3.1.3","26500","E","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529664861","5.3.3.1.4","","F","","","0"
"2020","Nova Scotia","2021A000212","South Asian","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529664862","5.3.3.1.5","25300","E","","","0"
